id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
22,96794,,Alberto Goldman,"Conselheiro dos Correios. Ex-governador de SP, ex-conselheiro da Sabesp.&nbsp;<a href=""https://www.noticiasaominuto.com.br/politica/250254/kassab-indica-ex-governador-de-sppara-conselho-dos-correios"">https://www.noticiasaominuto.com.br/politica/250254/kassab-indica-ex-governador-de-sppara-conselho-dos-correios</a>",http://www.camara.gov.br/internet/deputado/bandep/73427.jpg,52,Alberto Goldman,Engenheiro Civil,,
23,96804,,Alceste Almeida,,http://www.camara.gov.br/internet/deputado/bandep/73979.jpg,52,Alceste Madeira de Almeida,Médico,,
24,96813,,Aldo Arantes,,http://www.camara.gov.br/internet/deputado/bandep/73662.jpg,,Aldo Silva Arantes,Advogado,,
25,96819,,Aldo Rebelo,,http://www.camara.gov.br/internet/deputado/bandep/73428.jpg,"52,53,54",José Aldo Rebelo Figueiredo,Jornalista,,SP
26,96825,Senador,Aloysio Nunes Ferreira,"Senador por SP&nbsp;<a href=""https://pt.wikipedia.org/wiki/Aloysio_Nunes"">https://pt.wikipedia.org/wiki/Aloysio_Nunes</a>",http://www.camara.gov.br/internet/deputado/bandep/73430.jpg,52,Aloysio Nunes Ferreira Filho,Advogado e Procurador do Estado de São Paulo,,
27,96834,,Alvaro Gaudencio Neto,,http://www.camara.gov.br/internet/deputado/bandep/74404.jpg,,Álvaro Gaudêncio Neto,Advogado,,
28,96839,,Jair Bolsonaro,,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,"52,53,54,55",Jair Messias Bolsonaro,Militar e Professor de Educação Física,,
29,96847,,Franco Montoro,,http://www.camara.gov.br/internet/deputado/bandep/73452.jpg,,André Franco Montoro,"Advogado, Professor Universitário, Servidor Público e Procurador",,
30,96859,,Aníbal Gomes,,http://www.camara.gov.br/internet/deputado/bandep/74212.jpg,"52,53,54,55",Aníbal Ferreira Gomes,Agropecuarista e Cirurgião-Dentista,,CE
31,96866,,Anivaldo Vale,,http://www.camara.gov.br/internet/deputado/bandep/74072.jpg,52,Anivaldo Juvenil Vale,Agropecuarista e Servidor Público,,
32,96875,,Antonio Carlos Pannunzio,,http://www.camara.gov.br/internet/deputado/bandep/73431.jpg,52.53,Antonio Carlos Pannunzio,Professor Universitário e Engenheiro Metalúrgico,,SP
33,96883,,Antonio Feijão,,http://www.camara.gov.br/internet/deputado/bandep/73987.jpg,53,Antonio da Justa Feijão,Geólogo,,
34,96889,,Antônio Do Valle,,http://www.camara.gov.br/internet/deputado/bandep/74647.jpg,,Antônio do Valle Ramos,Advogado e Contabilista,,
35,96896,,Antonio Joaquim,,http://www.camara.gov.br/internet/deputado/bandep/74194.jpg,52,Antonio Joaquim Araújo Filho,Médico,,
36,96905,,Antônio Joaquim,Improbidade Administrativa,http://www.camara.gov.br/internet/deputado/bandep/73646.jpg,,Antonio Joaquim Moraes Rodrigues Neto,Administrador de Empresas,,
37,96913,,Antônio Jorge,,http://www.camara.gov.br/internet/deputado/bandep/74186.jpg,,Antonio Jorge Godinho,Administrador de Empresas,,
38,96917,,Antonio Kandir,,http://www.camara.gov.br/internet/deputado/bandep/73432.jpg,,Antonio Kandir,Economista e Engenheiro,,
39,96925,,Marcelo Teixeira,,http://www.camara.gov.br/internet/deputado/bandep/74300.jpg,52.53,Antônio Marcelo Teixeira Sousa,"Engenheiro Civil, Professor Universitário e Engenheiro Químico",,
40,96932,,Serafim Venzon,,http://www.camara.gov.br/internet/deputado/bandep/73885.jpg,52,Antônio Serafim Venzon,Médico,,
41,96938,,Teté Bezerra,Sanguessugas (Escândalo das Ambulâncias),http://www.camara.gov.br/internet/deputado/bandep/73652.jpg,52,Aparecida Maria Borges Bezerra,Pecuarista e Enfermeira,,
42,96943,,Aracely De Paula,,http://www.camara.gov.br/internet/deputado/bandep/74648.jpg,"52,53,54",Aracely de Paula,Advogado e Pecuarista,,
43,96950,,Arlindo Chinaglia,,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,"52,53,54,55",Arlindo Chignalia Junior,Médico,,
44,96957,,Armando Abílio,,http://www.camara.gov.br/internet/deputado/bandep/74405.jpg,"52,53,54",Armando Abilio Vieira,Médico,,
45,96966,,Arnaldo Faria De Sá,,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,"52,53,54,55",Arnaldo Faria de Sá,"Advogado, Contabilista, Radialista e Professor",,
46,96971,,Aroldo Cedraz,,http://www.camara.gov.br/internet/deputado/bandep/74534.jpg,52,Aroldo Cedraz de Oliveira,"Professor Universitário, Empresário e Médico Veterinário",,
47,96978,,Arthur Virgílio,,http://www.camara.gov.br/internet/deputado/bandep/74089.jpg,,Arthur Virgílio do Carmo Ribeiro Neto,Advogado e Diplomata,,
48,96986,,Ary Kara,,http://www.camara.gov.br/internet/deputado/bandep/73435.jpg,52,Ary Kara José,Advogado,,
49,96992,,Fernando Lopes,,http://www.camara.gov.br/internet/deputado/bandep/74843.jpg,"52,53,54",Fernando Lopes de Almeida,Economista e Professor Universitário,,
50,96997,,Átila Lins,,http://www.camara.gov.br/internet/deputado/bandep/74090.jpg,"52,53,54,55",Átila Sidney Lins Albuquerque,"Economista, Servidor Público e Bacharel em Direito",,
51,97004,,Augusto Farias,,http://www.camara.gov.br/internet/deputado/bandep/74441.jpg,53,Augusto Cesar Cavalcante Farias,Advogado e Empresário,,
52,97009,,B. Sá,,http://www.camara.gov.br/internet/deputado/bandep/74312.jpg,52.53,Benedito de Carvalho Sá,Médico,,
53,97017,,Barbosa Neto,,http://www.camara.gov.br/internet/deputado/bandep/73663.jpg,52,Sebastião Augusto Barbosa Neto,Servidor Público,,
54,97024,,Basílio Villani,,http://www.camara.gov.br/internet/deputado/bandep/73767.jpg,,Basílio Villani,Administrador de Empresas e Bancário,,
55,97031,,Benito Gama,,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg,55,Benito da Gama Santos,Economista e Professor,,
56,97038,,Bonifácio De Andrada,,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,"52,53,54,55",Bonifácio José Tamm de Andrada,Advogado e Professor Universitário,,
57,97050,,Betinho Rosado,,http://www.camara.gov.br/internet/deputado/bandep/74321.jpg,"52,53,54",Carlos Alberto de Sousa Rosado,"Economista, Professor Universitário e Engenheiro Agrônomo",,
58,97058,,Carlos Melles,,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,"52,53,54,55",Carlos do Carmo Andrade Melles,Empresário e Engenheiro Agrônomo,,
59,97065,,Carlos Mosconi,,http://www.camara.gov.br/internet/deputado/bandep/74652.jpg,,Carlos Eduardo Venturelli Mosconi,Médico e Professor Universitário,,
60,97075,,Fernando Zuppo,,http://www.camara.gov.br/internet/deputado/bandep/73451.jpg,,Carlos Fernando Zuppo Franco,Advogado,,
61,97082,,Celso Russomanno,,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,"52,53,55",Celso Ubirajara Russomanno,"Apresentador de Televisão, Repórter e Bacharel Em Direito",,SP
62,97088,,César Bandeira,,http://www.camara.gov.br/internet/deputado/bandep/74195.jpg,52,Carlos Cesar Branco Bandeira,Engenheiro Civil e Empresário,,
63,97093,,Ciro Nogueira,Crime Contra a Ordem Tributária e Prevaricação,http://www.camara.gov.br/internet/deputado/bandep/74313.jpg,52.53,Ciro Nogueira Lima Filho,Advogado,,
64,97101,,Claudio Cajado,,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,"52,53,54,55",Cláudio Cajado Sampaio,Advogado,,
65,97109,,Cleonâncio Fonseca,,http://www.camara.gov.br/internet/deputado/bandep/74527.jpg,52,José Cleonâncio da Fonseca,Agropecuarista e Citricultor,,SE
66,97118,,Confúcio Moura,,http://www.camara.gov.br/internet/deputado/bandep/74097.jpg,52,Confúcio Aires Moura,"Médico, Pecuarista e Professor",,
67,97124,,Coriolano Sales,Sanguessugas (Escândalo das Ambulâncias),http://www.camara.gov.br/internet/deputado/bandep/74538.jpg,52,Coriolano Sousa Sales,Advogado,,
68,97128,,Cunha Bueno,,http://www.camara.gov.br/internet/deputado/bandep/73443.jpg,,Antônio Henrique Bitencourt Cunha Bueno,Economista e Corretor de Seguros,,
69,97135,,Danilo De Castro,,http://www.camara.gov.br/internet/deputado/bandep/74654.jpg,52,Danilo de Castro,Bancário,,
70,97143,,Darci Coelho,,http://www.camara.gov.br/internet/deputado/bandep/74187.jpg,52,Darci Martins Coelho,Advogado e Professor Universitário,,
71,97149,,Darcísio Perondi,,http://www.camara.gov.br/internet/deputado/bandep/73891.jpg,"52,53,54,55",Darcísio Paulo Perondi,Médico,,
72,97155,,Delfim Netto,,http://www.camara.gov.br/internet/deputado/bandep/73445.jpg,52,Antônio Delfim Netto,Economista e Professor,,
73,97160,,Dilceu Sperafico,Apropriação Indébita,http://www.camara.gov.br/internet/deputado/bandep/73768.jpg,"52,53,54,55",Dilceu João Sperafico,"Agropecuarista, Industrial, Bacharel em Direito e Filósofo",,
74,97167,,Duilio Pisaneschi,,http://www.camara.gov.br/internet/deputado/bandep/73446.jpg,,Duilio Pisaneschi,Empresário,,
75,97175,,Edison Andrino,,http://www.camara.gov.br/internet/deputado/bandep/73794.jpg,52,Edison Adrião Andrino de Oliveira,Bacharel em Direito e Empresário,,SC
76,97182,,Edinho Bez,,http://www.camara.gov.br/internet/deputado/bandep/73793.jpg,"52,53,54,55",Edson Bez de Oliveira,"Agricultor, Professor, Bancário e Contador",,
77,97190,,Edinho Araújo,"Secretário nacional de portos&nbsp;<a href=""https://pt.wikipedia.org/wiki/Edson_Coelho_Ara%C3%BAjo"">https://pt.wikipedia.org/wiki/Edson_Coelho_Ara%C3%BAjo</a>",http://www.camara.gov.br/internet/deputado/bandep/73447.jpg,54.55,Edson Edinho Coelho Araújo,Advogado e Professor,,
78,97197,,Udson Bandeira,,http://www.camara.gov.br/internet/deputado/bandep/74193.jpg,,Udson Coelho Bandeira,Agropecuarista e Jornalista,,
79,97202,,Eduardo Campos,,http://www.camara.gov.br/internet/deputado/bandep/74416.jpg,52,Eduardo Henrique Accioly Campos,Economista,,PE
80,97209,,Eduardo Jorge,,http://www.camara.gov.br/internet/deputado/bandep/73448.jpg,,Eduardo Jorge Martins Alves Sobrinho,Médico,,
81,97219,,Eduardo Barbosa,,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,"52,53,54,55",Eduardo Luiz Barros Barbosa,Médico,,
82,97227,,Efraim Morais,,http://www.camara.gov.br/internet/deputado/bandep/74407.jpg,,Efraim de Araújo Morais,Engenheiro Civil,,
83,97234,,Elcione Barbalho,,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,"53,54,55",Elcione Therezinha Zahluth Barbalho,Pedagoga,,
84,97239,,Eliseu Moura,,http://www.camara.gov.br/internet/deputado/bandep/74198.jpg,52,Eliseu Barroso de Carvalho Moura,Engenheiro Civil e Pecuarista,,
85,97245,,Eliseu Resende,,http://www.camara.gov.br/internet/deputado/bandep/74657.jpg,52,Eliseu Resende,Engenheiro Civil,,
86,97251,,Elton Rohnelt,,http://www.camara.gov.br/internet/deputado/bandep/73980.jpg,,Elton da Luz Rohnelt,Empresário,,
87,97259,,Enivaldo Ribeiro,"Crime Contra a Ordem Tributária, Sanguessugas (Escândalo das Ambulâncias)",http://www.camara.gov.br/internet/deputado/bandep/74408.jpg,52,Enivaldo Ribeiro,Advogado e Empresário,,
88,97266,,Eraldo Tinoco,,http://www.camara.gov.br/internet/deputado/bandep/74540.jpg,,Eraldo Tinoco Melo,Professor e Administrador Público,,
89,97272,,Esther Grossi,,http://www.camara.gov.br/internet/deputado/bandep/73894.jpg,,Esther Pillar Grossi,Professora e Pesquisadora em Educação,,
90,97279,,Eujácio Simões,,http://www.camara.gov.br/internet/deputado/bandep/74541.jpg,,Eujácio Simões Viana Filho,Arquiteto,,
91,97284,,Euler Ribeiro,,http://www.camara.gov.br/internet/deputado/bandep/74091.jpg,,Euler Esteves Ribeiro,"Médico, Servidor Público e Professor",,
92,97290,,Euripedes Miranda,,http://www.camara.gov.br/internet/deputado/bandep/74099.jpg,53,Euripedes Miranda Botelho,"Advogado, Administrador de Empresas e Delegado de Polícia Aposentado",,
93,97296,,Luciano Zica,,http://www.camara.gov.br/internet/deputado/bandep/73545.jpg,52,Eustáquio Luciano Zica,Petroleiro,,
94,97304,,Expedito Júnior,,http://www.camara.gov.br/internet/deputado/bandep/74100.jpg,,Expedito Gonçalves Ferreira Junior,Professor,,SP
95,97310,,Ezidio Pinheiro,,http://www.camara.gov.br/internet/deputado/bandep/73895.jpg,,Ezidio Vaneli Pinheiro,Agricultor,,
96,97317,,Fátima Pelaes,,http://www.camara.gov.br/internet/deputado/bandep/74065.jpg,53.54,Fátima Lúcia Pelaes,Socióloga,,
97,97321,,Félix Mendonça,,http://www.camara.gov.br/internet/deputado/bandep/74542.jpg,52.53,Felix de Almeida Mendonça,Engenheiro Civil e Construtor,,
98,97329,,Fernando Diniz,,http://www.camara.gov.br/internet/deputado/bandep/74658.jpg,52.53,Fernando Alberto Diniz,Empresário,,
99,97338,,Fernando Ferro,,http://www.camara.gov.br/internet/deputado/bandep/74417.jpg,"52,53,54",Fernando Dantas Ferro,Engenheiro Elétrico,,
100,97346,,Fetter Junior,,http://www.camara.gov.br/internet/deputado/bandep/73896.jpg,,Adolfo Antonio Fetter Junior,Administrador de Empresas e Engenheiro Agrônomo,,
101,97354,,Flávio Arns,,http://www.camara.gov.br/internet/deputado/bandep/73771.jpg,,Flávio José Arns,Professor Universitário,,
102,97360,,Flávio Derzi,,http://www.camara.gov.br/internet/deputado/bandep/73758.jpg,,Flávio Augusto Coelho Derzi,"Agricultor, Administrador de Empresas e Pecuarista",,
103,97364,,Francisco Coelho,,http://www.camara.gov.br/internet/deputado/bandep/74199.jpg,,Francisco de Assis Milhomem Coelho,Agropecuarista e Engenheiro Agrônomo,,
104,97369,,Pinheiro Landim,,http://www.camara.gov.br/internet/deputado/bandep/74304.jpg,52,Francisco Pinheiro Landim,Empresário,,
105,97377,,Francisco Rodrigues,,http://www.camara.gov.br/internet/deputado/bandep/73981.jpg,52.53,Francisco de Assis Rodrigues,Engenheiro Agrônomo,,
106,97384,,Rommel Feijó,,http://www.camara.gov.br/internet/deputado/bandep/74306.jpg,52,Francisco Rommel Feijó de Sá,Médico e Administrador Hospitalar,,
107,97391,,Freire Júnior,,http://www.camara.gov.br/internet/deputado/bandep/74189.jpg,53,José Dos Santos Freire Júnior,Agropecuarista e Economista,,
108,97396,,Gastão Vieira,,http://www.camara.gov.br/internet/deputado/bandep/74200.jpg,"52,53,54",Gastão Dias Vieira,Advogado,,
109,97405,,Geddel Vieira Lima,Secrataria de Governo,http://www.camara.gov.br/internet/deputado/bandep/74544.jpg,52.53,Geddel Quadros Vieira Lima,Administrador de Empresas e Pecuarista,,
110,97410,,José Carlos Coutinho,,http://www.camara.gov.br/internet/deputado/bandep/74851.jpg,,José Carlos Pires Coutinho,"Industrial, Servidor Público e Geólogo",,
111,97418,,Genésio Bernardino,,http://www.camara.gov.br/internet/deputado/bandep/74659.jpg,,Genésio Bernardino de Souza,Médico,,
112,97425,,Germano Rigotto,,http://www.camara.gov.br/internet/deputado/bandep/73897.jpg,,Germano Antonio Rigotto,Professor e Odontólogo,,
113,97431,,Gerson Peres,,http://www.camara.gov.br/internet/deputado/bandep/74076.jpg,53,Gerson Dos Santos Peres,"Advogado, Jornalista e Educador",,
114,97438,,Giovanni Queiroz,,http://www.camara.gov.br/internet/deputado/bandep/74077.jpg,53.54,Giovanni Corrêa Queiroz,Agropecuarista e Médico,,
115,97445,,Gonzaga Patriota,,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,"52,53,54,55",Luiz Gonzaga Patriota,"Advogado, Jornalista, Administrador de Empresas e Contador",,PE
116,97448,,Haroldo Lima,,http://www.camara.gov.br/internet/deputado/bandep/74545.jpg,,Haroldo Borges Rodrigues Lima,Engenheiro,,
117,97455,,Henrique Eduardo Alves,,http://www.camara.gov.br/internet/deputado/bandep/74324.jpg,"52,53,54",Henrique Eduardo Lyra Alves,Bacharel em Direito,,RN
118,97461,,Heráclito Fortes,,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,55,Heráclito de Sousa Fortes,Servidor Público,,PI
119,97468,,Herculano Anghinetti,,http://www.camara.gov.br/internet/deputado/bandep/74660.jpg,52,Herculano Anghinetti,Corretor de Seguros e Produtor Rural,,
120,97475,,Hermes Parcianello,,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg,"52,53,54,55",Hermes Parcianello,Bacharel em Ciências Contábeis,,
121,97484,,Hugo Biehl,,http://www.camara.gov.br/internet/deputado/bandep/73795.jpg,,Hugo Matias Biehl,Administrador de Empresas e Técnico Agrícola,,
122,97491,,Iberê Ferreira,,http://www.camara.gov.br/internet/deputado/bandep/74325.jpg,52,Iberê Paiva Ferreira de Souza,Advogado,,
123,97499,,Ibrahim Abi-Ackel,,http://www.camara.gov.br/internet/deputado/bandep/74663.jpg,52,Ibrahim Abi-Ackel,Advogado e Professor Universitário,,
124,97506,,Inácio Arruda,,http://www.camara.gov.br/internet/deputado/bandep/74295.jpg,52,Inácio Francisco de Assis Nunes Arruda,Servidor Público e Eletrotécnico,,
125,97513,,Inocêncio Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/74421.jpg,"52,53,54",Inocêncio Gomes de Oliveira,Médico,,PE
126,97521,,Ivan Valente,,http://www.camara.gov.br/internet/deputado/bandep/73531.jpg,"52,53,54,55",Ivan Valente,Professor e Engenheiro Mecânico,,
127,97527,,Jaime Martins,Crime Eleitoral,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg,"52,53,54,55",Jaime Martins Filho,"Engenheiro Metalúrgico, Engenheiro Mecânico, Técnico Industrial em Química, Especialista em Administração Financeira e Especialista em Marketing",,
128,97537,,Jair Meneguelli,,http://www.camara.gov.br/internet/deputado/bandep/73532.jpg,,Jair Antonio Meneguelli,Ferramenteiro,,
129,97545,,Jairo Azi,,http://www.camara.gov.br/internet/deputado/bandep/74546.jpg,,Jairo Azi,Médico,,
130,97554,,Jairo Carneiro,,http://www.camara.gov.br/internet/deputado/bandep/74547.jpg,52.53,Jairo Alfredo Oliveira Carneiro,Advogado e Professor,,
131,97561,,Jaques Wagner,"Arquivo 9, p. 16",http://www.camara.gov.br/internet/deputado/bandep/74548.jpg,,Jaques Wagner,Técnico em Manutenção,,
132,97568,,Jarbas Lima,,http://www.camara.gov.br/internet/deputado/bandep/73900.jpg,,Jarbas de Melo E Lima,Advogado,,
133,97573,,João Pizzolatti,,http://www.camara.gov.br/internet/deputado/bandep/73874.jpg,"52,53,54",João Alberto Pizzolatti Júnior,Engenheiro Civil e Servidor Público,,SC
134,97579,,João Almeida,,http://www.camara.gov.br/internet/deputado/bandep/74549.jpg,52.53,João Almeida Dos Santos,Geólogo,,
135,97587,,Augusto Nardes,,http://www.camara.gov.br/internet/deputado/bandep/73889.jpg,52,João Augusto Ribeiro Nardes,Administrador de Empresas,,
136,97593,,João Ribeiro,,http://www.camara.gov.br/internet/deputado/bandep/74190.jpg,,João Batista de Jesus Ribeiro,Empresário,,TO
137,97600,,João Matos,,http://www.camara.gov.br/internet/deputado/bandep/73873.jpg,52.53,João Batista Matos,Administrador de Empresas e Professor,,
138,97609,,João Coser,,http://www.camara.gov.br/internet/deputado/bandep/74772.jpg,,João Carlos Coser,Bacharel em Direito e Técnico em Contabilidade,,
139,97617,,João Fassarella,,http://www.camara.gov.br/internet/deputado/bandep/74667.jpg,,João Domingos Fassarella,Professor e Sociólogo,,
140,97626,,João Henrique,,http://www.camara.gov.br/internet/deputado/bandep/74316.jpg,,João Henrique de Almeida Sousa,Advogado,,
141,97632,,Feu Rosa,,http://www.camara.gov.br/internet/deputado/bandep/74771.jpg,52,João Miguel Feu Rosa,Professor Universitário e Engenheiro,,
142,97639,,João Paulo Cunha,"Receber R$ 50 mil do ""valerioduto"" para contratar uma das agências de Marcos Valério, a SMP&B, quando presidia a Câmara dos Deputados e se beneficiar do desvio de recursos públicos repassados à agência.
Arquivo 9, p. 18",http://www.camara.gov.br/internet/deputado/bandep/73534.jpg,"52,53,54",João Paulo Cunha,Programador de Produção e Metalúrgico,,
143,97645,,João Colaço,,http://www.camara.gov.br/internet/deputado/bandep/74422.jpg,,João Bastos Colaço Dias,Industrial e Administrador de Empresas,,
144,97651,,Jofran Frejat,,http://www.camara.gov.br/internet/deputado/bandep/73658.jpg,53,Jofran Frejat,Médico,,
145,97657,,Jorge Khoury,,http://www.camara.gov.br/internet/deputado/bandep/74552.jpg,52.53,Jorge Khoury Hedaye,Engenheiro Civil,,
146,97664,,Jorge Tadeu Mudalen,,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,"52,53,54,55",Jorge Tadeu Mudalen,Engenheiro Civil,,
147,97672,,José Aníbal,,http://www.camara.gov.br/internet/deputado/bandep/73536.jpg,53.54,José Aníbal Peres de Pontes,"Economista, Professor e Empresário",,
148,97679,,Arnon Bezerra,,http://www.camara.gov.br/internet/deputado/bandep/74291.jpg,"52,53,54,55",Jose Arnon Cruz Bezerra de Menezes,Médico,,
149,97687,,José Pimentel,,http://www.camara.gov.br/internet/deputado/bandep/74298.jpg,52.53,José Barroso Pimentel,Advogado e Bancário,,
150,97695,,José Priante,,http://www.camara.gov.br/internet/deputado/bandep/74079.jpg,"52,54,55",José Benito Priante Júnior,Advogado,,PA
151,97702,,José Carlos Aleluia,,http://www.camara.gov.br/internet/deputado/bandep/74553.jpg,"52,53,55",José Carlos Aleluia Costa,Professor Universitário e Engenheiro Elétrico,,BA
152,97711,,José Carlos Vieira,,http://www.camara.gov.br/internet/deputado/bandep/73875.jpg,53.54,José Carlos Vieira,Engenheiro Civil,,
153,97718,,José Chaves,,http://www.camara.gov.br/internet/deputado/bandep/74423.jpg,"52,53,54",José Severiano Chaves,Engenheiro Civil,,
154,97725,,José Coimbra,,http://www.camara.gov.br/internet/deputado/bandep/73538.jpg,,José de Castro Coimbra,Médico,,
155,97734,,Elias Murad,,http://www.camara.gov.br/internet/deputado/bandep/74656.jpg,,José Elias Murad,Médico,,
156,97738,,José Genoíno,,http://www.camara.gov.br/internet/deputado/bandep/73540.jpg,53.54,José Genoíno Neto,Professor,,
157,97745,,Zé Gomes Da Rocha,,http://www.camara.gov.br/internet/deputado/bandep/73678.jpg,,José Gomes da Rocha,Agropecuarista e Fazendeiro,,
158,97752,,José Linhares,Improbidade Administrativa,http://www.camara.gov.br/internet/deputado/bandep/74297.jpg,"52,53,54",José Linhares Ponte,Padre,,
159,97755,,José Luiz Clerot,,http://www.camara.gov.br/internet/deputado/bandep/74412.jpg,,José Luiz Barbosa Ramalho Clerot,Advogado,,
160,97762,,José Machado,,http://www.camara.gov.br/internet/deputado/bandep/73541.jpg,,José Machado,Economista e Professor Universitário,,
161,97769,,José De Abreu,,http://www.camara.gov.br/internet/deputado/bandep/73539.jpg,,José Masci de Abreu,Industrial,,
162,97775,,José Melo,,http://www.camara.gov.br/internet/deputado/bandep/74093.jpg,,José Melo de Oliveira,Economista e Professor,,
163,97782,,José Mendonça Bezerra,,http://www.camara.gov.br/internet/deputado/bandep/74425.jpg,52.53,José Mendonça Bezerra,"Advogado, Pecuarista, Bacharel em Direito, Empresário e Avicultor",,
164,97792,,José Janene,,http://www.camara.gov.br/internet/deputado/bandep/73776.jpg,52,José Mohamed Janene,Empresário,,
165,97800,,José Múcio Monteiro,,http://www.camara.gov.br/internet/deputado/bandep/74426.jpg,52.53,José Múcio Monteiro Filho,Engenheiro Civil,,
166,97807,,José Rocha,,http://www.camara.gov.br/internet/deputado/bandep/74554.jpg,"52,53,54,55",José Alves Rocha,Médico,,
167,97814,,José Borba,,http://www.camara.gov.br/internet/deputado/bandep/73775.jpg,52,José Rodrigues Borba,Pecuarista e Comerciante,,PR
168,97821,,Saraiva Felipe,Absteve-se na cassação de Eduardo Cunha,http://www.camara.gov.br/internet/deputado/bandep/74762.jpg,"52,53,54,55",José Saraiva Felipe,Médico e Professor Universitário,,
169,97828,,José Teles,,http://www.camara.gov.br/internet/deputado/bandep/74529.jpg,,José Teles de Mendonça,Agropecuarista e Empresário,,
170,97835,,José Thomaz Nonô,,http://www.camara.gov.br/internet/deputado/bandep/74520.jpg,52,José Thomaz da Silva Nonô Netto,"Agricultor, Advogado e Promotor de Justiça",,
171,97841,,Jovair Arantes,"Improbidade Administrativa
Intenscionalmente faltou na votação da cassação de Eduardo Cunha",http://www.camara.gov.br/internet/deputado/bandep/73666.jpg,"52,53,54,55",Jovair de Oliveira Arantes,Cirurgião-Dentista,,
172,97847,,Lael Varella,,http://www.camara.gov.br/internet/deputado/bandep/74742.jpg,"52,53,54",Lael Vieira Varella,Empresário,,
173,97854,,Laíre Rosado,,http://www.camara.gov.br/internet/deputado/bandep/74326.jpg,,Laíre Rosado Filho,Médico,,
174,97862,,Leur Lomanto,,http://www.camara.gov.br/internet/deputado/bandep/74555.jpg,,Leur Antonio de Britto Lomanto,Advogado,,
175,97869,,Luciano Castro,,http://www.camara.gov.br/internet/deputado/bandep/73982.jpg,"52,53,54",Luciano de Souza Castro,Economista e Administrador,,
176,97876,,Luciano Pizzatto,,http://www.camara.gov.br/internet/deputado/bandep/73777.jpg,53.54,Luciano Pizzatto,Empresário e Engenheiro Florestal,,
177,97883,,Luis Barbosa,,http://www.camara.gov.br/internet/deputado/bandep/73983.jpg,,Luis Barbosa Alves,Empresário,,
178,97895,,Dr. Luiz Fernando,,http://www.camara.gov.br/internet/deputado/bandep/74094.jpg,54,Luiz Fernando Sarmento Nicolau,Médico,,
179,97904,,Luiz Durão,,http://www.camara.gov.br/internet/deputado/bandep/74775.jpg,,Luiz Cândido Durão,Advogado e Pecuarista,,
180,97911,,Luiz Carlos Hauly,,http://www.camara.gov.br/internet/deputado/bandep/73778.jpg,"52,53,54,55",Luiz Carlos Jorge Hauly,Economista e Professor,,
181,97917,,Luiz Dantas,,http://www.camara.gov.br/internet/deputado/bandep/74521.jpg,52,Luiz Dantas Lima,Agrônomo,,
182,97925,,Luiz Mainardi,,http://www.camara.gov.br/internet/deputado/bandep/73902.jpg,,Luiz Fernando Mainardi,Advogado e Empresário,,
183,97930,,Luiz Moreira,,http://www.camara.gov.br/internet/deputado/bandep/74632.jpg,,Luiz Moreira da Silva,Médico e Militar,,
184,97937,,Luiz Piauhylino,,http://www.camara.gov.br/internet/deputado/bandep/74427.jpg,52,Luiz Piauhylino de Mello Monteiro,Advogado,,
185,97945,,Maluly Netto,,http://www.camara.gov.br/internet/deputado/bandep/73547.jpg,,Jorge Maluly Netto,"Advogado, Médico e Empresário",,
186,97952,,Manoel Castro,,http://www.camara.gov.br/internet/deputado/bandep/74633.jpg,,Manoel Figueiredo Castro,Economista e Professor,,
187,97958,,Marcelo Barbieri,,http://www.camara.gov.br/internet/deputado/bandep/73548.jpg,52,Marcelo Fortes Barbieri,Administrador de Empresas,,
188,97965,,Marcelo Déda,,http://www.camara.gov.br/internet/deputado/bandep/74530.jpg,,Marcelo Déda Chagas,Advogado,,
189,97972,,Marcio Reinaldo Moreira,,http://www.camara.gov.br/internet/deputado/bandep/74744.jpg,"52,53,54",Marcio Reinaldo Dias Moreira,Economista e Analista de Orçamentos,,MG
190,97978,,Marcos Lima,,http://www.camara.gov.br/internet/deputado/bandep/74745.jpg,53.54,Marcos Guimarães de Cerqueira Lima,Engenheiro Civil e Empresário,,
191,97986,,Dolores Nunes,,http://www.camara.gov.br/internet/deputado/bandep/74188.jpg,,Maria Das Dores Braga Nunes,Advogada,,
192,97995,,Maria Elvira,,http://www.camara.gov.br/internet/deputado/bandep/74746.jpg,,Maria Elvira Salles Ferreira,"Jornalista, Professora Universitária, Empresária e Relações Públicas",,
